city;year;weekofyear;week_start_date;ndvi_ne;ndvi_nw;ndvi_se;ndvi_sw;precipitation_amt_mm;reanalysis_air_temp_k;reanalysis_avg_temp_k;reanalysis_dew_point_temp_k;reanalysis_max_air_temp_k;reanalysis_min_air_temp_k;reanalysis_precip_amt_kg_per_m2;reanalysis_relative_humidity_percent;reanalysis_sat_precip_amt_mm;reanalysis_specific_humidity_g_per_kg;reanalysis_tdtr_k;station_avg_temp_c;station_diur_temp_rng_c;station_max_temp_c;station_min_temp_c;station_precip_mm
sj;1995;4;29/01/1995;5175;1268;1772286;1340714;0;297593000000;298014000000;293533000000;3005;2950;62;7833;0;149471000000;362857000000;261286000000;904286000000;328;206;99
sj;1995;5;05/02/1995;0;1449;21726;2099429;0;29735;29765;29391;3002;2956;433;814043000000;0;152743000000;215714000000;255;728571000000;317;211;269
sj;1995;6;12/02/1995;3233333;59325;1748857;1713857;0;297856000000;298014000000;293026000000;3005;2952;36;746557000000;0;1446;38;260857000000;961429000000;328;200;0
sj;1995;7;19/02/1995;614;0;1753143;2123286;0;298221000000;298464000000;293883000000;3005;2958;1007;770214000000;0;152271000000;281429000000;266286000000;865714000000;322;206;28
sj;1995;8;26/02/1995;935;6486667;1020143;1254143;0;297509000000;297514000000;293133000000;2994;2959;2908;766343000000;0;1453;197143000000;259286000000;728571000000;317;217;295
sj;1995;9;05/03/1995;7355;6865;12292;10996;0;297176000000;297257000000;293444000000;2995;2954;5073;798171000000;0;148529000000;242857000000;252429000000;84;306;200;517
sj;1995;10;12/03/1995;14535;79575;1823429;1864857;0;297081000000;297279000000;293811000000;2994;2952;3642;820529000000;0;151914000000;207143000000;255;705714000000;300;211;169
sj;1995;11;19/03/1995;739;1150667;1452;1547429;1943;29711;297086000000;292821000000;2996;2946;186;7702;1943;143043000000;205714000000;252571000000;675714000000;317;211;165
sj;1995;12;26/03/1995;31;23165;2074333;2497143;0;29648;296707000000;290631000000;3004;2940;67;698614000000;0;124814000000;33;246286000000;841429000000;317;189;23
sj;1995;13;02/04/1995;19862;259575;24515;3054571;0;296887000000;297043000000;290379000000;3000;2935;46;673643000000;0;123314000000;40;252429000000;775714000000;300;200;41
sj;1995;14;09/04/1995;0;2494;2327857;2684143;0;297666000000;297921000000;292556000000;3009;2946;0;734;0;141229000000;361429000000;259714000000;895714000000;328;194;0
sj;1995;15;16/04/1995;0;3495;1719143;1489429;543;29856;298743000000;294339000000;3006;2969;21;776057000000;543;157357000000;282857000000;272857000000;778571000000;328;228;0
sj;1995;16;23/04/1995;1017;1127;2601571;2366143;644;29783;298007000000;293554000000;3002;2960;196;773214000000;644;1501;261429000000;266571000000;73;328;211;720
sj;1995;17;30/04/1995;1281;150025;2205429;1873;0;297511000000;297686000000;2921;3002;2958;27;719371000000;0;1369;265714000000;263286000000;665714000000;311;217;10
sj;1995;18;07/05/1995;0;1521;2145429;1579714;2096;298789000000;299071000000;294203000000;3016;2973;41;760729000000;2096;156171000000;294286000000;278429000000;914286000000;344;222;28
sj;1995;19;14/05/1995;14345;1115;1990714;1708857;901;299131000000;299357000000;295429000000;3018;2970;90;802614000000;901;168229000000;30;277714000000;73;344;228;297
sj;1995;20;21/05/1995;363;96525;1664333;1605714;11962;298996000000;299086000000;295399000000;3017;2971;174;808657000000;11962;167886000000;285714000000;269143000000;627143000000;311;217;1016
sj;1995;21;28/05/1995;322;1621333;2318286;2402714;20462;299454000000;299579000000;295994000000;3017;2973;173;814471000000;20462;174129000000;232857000000;272286000000;734286000000;317;222;975
sj;1995;22;04/06/1995;0;2412;1024714;1095714;17889;299603000000;299607000000;295993000000;3020;2981;2033;807271000000;17889;174114000000;195714000000;277;732857000000;333;233;91
sj;1995;23;11/06/1995;15495;278;2666143;2119;10604;298689000000;29865;295827000000;3002;2975;868;843457000000;10604;172171000000;164286000000;273;714286000000;311;228;355
sj;1995;24;18/06/1995;8955;797;1817143;1559857;2016;299829000000;2999;295893000000;3014;2984;1657;791371000000;2016;172957000000;231429000000;277714000000;747143000000;328;228;435
sj;1995;25;25/06/1995;22135;2174;2199714;1920429;2656;300116000000;300143000000;296626000000;3023;2982;3524;8134;2656;180529000000;20;288429000000;737143000000;333;244;105
sj;1995;26;02/07/1995;2319333;2115;2412286;2656857;204;30068;300807000000;296741000000;3027;2987;137;7938;204;182071000000;275714000000;292143000000;634286000000;339;244;158
sj;1995;27;09/07/1995;3093;2909;2370571;2420429;4118;301007000000;301093000000;296146000000;3032;2986;922;750657000000;4118;175657000000;304286000000;296571000000;782857000000;344;250;160
sj;1995;28;16/07/1995;0;17265;24245;2196714;2589;299944000000;299979000000;296583000000;3020;2985;6059;8196;2589;180129000000;195714000000;292857000000;76;344;244;214
sj;1995;29;23/07/1995;1175;10775;1555714;1664857;3658;300401000000;300664000000;296849000000;3028;2990;383;8109;3658;183543000000;272857000000;292286000000;73;339;250;306
sj;1995;30;30/07/1995;0;1898;942;1322286;10164;299989000000;299957000000;297244000000;3023;2986;6231;850886000000;10164;187771000000;16;285571000000;657143000000;333;239;433
sj;1995;31;06/08/1995;632;9466667;1584857;2030286;6071;3000;3000;29711;3025;2984;1024;843757000000;6071;186729000000;208571000000;287;675714000000;339;239;301
sj;1995;32;13/08/1995;47;47;1991833;1653571;1979;300263000000;300286000000;296559000000;3024;2986;403;803971000000;1979;180429000000;214286000000;290;681429000000;339;233;273
sj;1995;33;20/08/1995;8396667;917;1771571;1886714;405;300554000000;300686000000;29727;3038;2982;177;826257000000;405;188571000000;334286000000;300714000000;694286000000;344;256;87
sj;1995;34;27/08/1995;1131;862;1374;1324714;7511;299953000000;299986000000;296887000000;3019;2981;961;834914000000;7511;184043000000;211429000000;284286000000;765714000000;333;233;660
sj;1995;35;03/09/1995;326;7256667;17236;1968143;3583;300174000000;300243000000;29685;3024;2985;5521;822257000000;3583;183971000000;222857000000;291143000000;592857000000;322;244;128
sj;1995;36;10/09/1995;1071;1836;18515;1699571;2023;301219000000;30135;296994000000;3039;2982;86;781457000000;2023;185457000000;37;295714000000;791429000000;344;239;204
sj;1995;37;17/09/1995;568;546;1436857;1392;4029;30021;3002;297051000000;3022;2981;1227;829114000000;4029;1863;237143000000;293714000000;744286000000;350;244;771
sj;1995;38;24/09/1995;1186333;846;1810167;2176167;1214;300067000000;300136000000;296964000000;3025;2983;825;833143000000;1214;185286000000;244286000000;295857000000;691429000000;356;250;712
sj;1995;39;01/10/1995;1068;8366667;92;9934286;3672;300156000000;300207000000;296771000000;3018;2987;116;818543000000;3672;182543000000;19;299571000000;728571000000;344;256;133
sj;1995;40;08/10/1995;2808;2151;1463429;1295571;6818;299781000000;299729000000;29666;3019;2972;745;831357000000;6818;181457000000;228571000000;280571000000;677143000000;322;239;456
sj;1995;41;15/10/1995;40825;966;1316;1375429;4563;29954;299564000000;296634000000;3014;2980;5398;842071000000;4563;181386000000;181429000000;283857000000;692857000000;322;244;191
sj;1995;42;22/10/1995;33625;9466;9144286;1194429;5567;299794000000;299843000000;296161000000;3018;2978;408;806643000000;5567;176214000000;202857000000;278429000000;717143000000;339;233;391
sj;1995;43;29/10/1995;0;1326;1581857;1374429;5474;299441000000;299421000000;296337000000;3018;2976;464;832143000000;5474;178471000000;238571000000;274714000000;725714000000;322;233;536
sj;1995;44;05/11/1995;2346;7825;2700714;2854286;303;299773000000;299943000000;29617;3023;2981;404;808643000000;303;1767;30;280429000000;764286000000;339;233;135
sj;1995;45;12/11/1995;174;2905;2089143;2354857;0;299097000000;299286000000;29522;3011;2975;324;794043000000;0;166043000000;191429000000;272286000000;687143000000;317;233;536
sj;1995;46;19/11/1995;406;7475;19625;1903429;2486;299623000000;299807000000;29537;3019;2978;99;776386000000;2486;1677;255714000000;271571000000;718571000000;311;228;28
sj;1995;47;26/11/1995;334;1148667;2400143;2549;9049;299276000000;2994;29514;3014;2977;127;781414000000;9049;165414000000;222857000000;273143000000;731429000000;322;228;59
sj;1995;48;03/12/1995;0;76375;2411714;1688714;2021;299453000000;29955;295837000000;3014;2980;1369;806771000000;2021;172571000000;207143000000;272;754286000000;333;228;135
sj;1995;49;10/12/1995;1154;135;2653;2371143;0;299201000000;2994;294687000000;3008;2976;128;763329000000;0;160657000000;225714000000;270143000000;765714000000;311;222;149
sj;1995;50;17/12/1995;-139;1473333;1795;1348;0;298461000000;298579000000;294731000000;3003;2974;236;799857000000;0;161057000000;184286000000;266143000000;708571000000;306;222;209
sj;1995;51;24/12/1995;0;3596667;1808571;1116571;0;298194000000;298221000000;293971000000;3001;2965;403;776371000000;0;153714000000;17;257143000000;585714000000;300;222;539
sj;1996;1;01/01/1996;14;1086667;9192857;1204429;635;297413000000;297457000000;29454;2995;2959;570;841357000000;635;158886000000;165714000000;251857000000;484286000000;283;217;465
sj;1996;2;08/01/1996;1514333;1262333;1842429;1828;150;298529000000;298629000000;294661000000;3006;2967;932;793214000000;150;160157000000;245714000000;262571000000;764286000000;311;217;246
sj;1996;3;15/01/1996;149;7636667;1466571;1969857;5568;297753000000;297864000000;294551000000;2996;2959;503;825157000000;5568;159171000000;207143000000;259714000000;688571000000;311;217;406
sj;1996;4;22/01/1996;958;1381;2194571;2229;6067;297423000000;297486000000;293803000000;2997;2961;4485;804771000000;6067;152086000000;194286000000;255857000000;585714000000;289;222;477
sj;1996;5;29/01/1996;627;1475333;2058429;2097286;0;296629000000;296757000000;29204;2982;2950;286;756929000000;0;1365;194286000000;247857000000;602857000000;283;200;320
sj;1996;6;05/02/1996;2765;4075;1646;1686857;0;297307000000;297436000000;292581000000;2994;2957;119;749614000000;0;140586000000;215714000000;251571000000;681429000000;294;211;108
sj;1996;7;12/02/1996;6895;13685;2188143;2143;293;297626000000;297686000000;29385;2999;2950;1545;796643000000;293;152386000000;222857000000;253143000000;744286000000;311;211;255
sj;1996;8;19/02/1996;0;583;1627857;1252143;72;297883000000;298093000000;293699000000;3000;2961;167;777829000000;72;151257000000;272857000000;259714000000;771429000000;317;211;221
sj;1996;9;26/02/1996;76;108975;2699333;2227714;17758;297599000000;297707000000;293731000000;2996;2960;1567;791986000000;17758;151286000000;23;255571000000;721429000000;294;211;46
sj;1996;10;04/03/1996;0;11005;1926667;1776429;996;297293000000;297479000000;292129000000;2996;2955;32;7306;996;136957000000;252857000000;255714000000;791429000000;306;206;33
sj;1996;11;11/03/1996;3786667;368;1764286;1658571;0;297989000000;298179000000;293561000000;2999;2966;86;764829000000;0;149429000000;221429000000;262429000000;72;311;217;127
sj;1996;12;18/03/1996;7713333;1118;1855286;2112714;0;297429000000;2976;293834000000;3006;2952;280;806471000000;0;152357000000;254286000000;262;77;322;222;142
sj;1996;13;25/03/1996;0;-457;1378857;1538429;0;298189000000;298364000000;293084000000;3004;2967;28;734257000000;0;145286000000;292857000000;264;902857000000;322;206;5
sj;1996;14;01/04/1996;448;24225;851;1079429;0;29721;297407000000;293321000000;3003;2954;288;7902;0;147271000000;255714000000;259286000000;69;311;217;216
sj;1996;15;08/04/1996;497;1488;1627286;1776429;4918;298136000000;298207000000;294366000000;3008;2963;279;797757000000;4918;157514000000;252857000000;262286000000;768571000000;322;217;805
sj;1996;16;15/04/1996;8893333;12235;2162143;2278286;4616;297853000000;298093000000;2938;3007;2957;2422;783114000000;4616;151857000000;23;261286000000;672857000000;322;211;89
sj;1996;17;22/04/1996;0;1078;1786857;1805143;0;298229000000;298464000000;293283000000;3004;2970;109;741714000000;0;147057000000;238571000000;261286000000;64;300;222;82
sj;1996;18;29/04/1996;3144667;1974;2231;2046286;563;298007000000;298093000000;293539000000;2998;2966;215;763943000000;563;149386000000;184286000000;260143000000;662857000000;300;222;256
sj;1996;19;06/05/1996;-464;-384;964;9445714;0;29771;2978;292916000000;2994;2963;111;747929000000;0;143614000000;217143000000;254429000000;632857000000;294;217;106
sj;1996;20;13/05/1996;0;7175;1463;1586429;217;297596000000;297629000000;294451000000;3001;2962;682;8284;217;157971000000;171429000000;258429000000;554286000000;294;222;448
sj;1996;21;20/05/1996;339;557;2153167;21815;4407;298659000000;298921000000;295467000000;3007;2974;179;8278;4407;168571000000;244286000000;267286000000;634286000000;306;228;8
sj;1996;22;27/05/1996;9985;1066;1409857;1087857;6806;299441000000;299593000000;296237000000;3018;2975;2171;827514000000;6806;1766;281429000000;281143000000;691429000000;333;233;94
sj;1996;23;03/06/1996;529;80075;1793143;1579;13706;299254000000;299193000000;296006000000;3014;2979;2438;823686000000;13706;173943000000;207143000000;278143000000;702857000000;322;239;23
sj;1996;24;10/06/1996;986;893;12375;13545;2782;298743000000;298829000000;295439000000;3006;2975;433;822357000000;2782;168;202857000000;269429000000;598571000000;311;233;409
sj;1996;25;17/06/1996;7125;646;1461;1561714;4793;29849;298564000000;295436000000;3008;2971;737;833229000000;4793;1681;192857000000;264429000000;58;306;228;846
sj;1996;26;24/06/1996;16555;1205;1861857;1705857;1599;299641000000;299707000000;296044000000;3018;2976;225;809071000000;1599;174686000000;224286000000;276857000000;592857000000;328;233;193
sj;1996;27;01/07/1996;0;7375;2217833;1834333;601;299581000000;299686000000;295834000000;3015;2975;239;800614000000;601;172114000000;197143000000;279429000000;637143000000;322;244;59
sj;1996;28;08/07/1996;5763333;7825;1641167;1680333;2435;299734000000;299836000000;296341000000;3020;2979;3523;818357000000;2435;177643000000;224286000000;280143000000;637143000000;328;233;435
sj;1996;29;15/07/1996;1121;95425;1674286;1645429;9722;299019000000;299064000000;296124000000;3014;2971;1232;843229000000;9722;175386000000;224286000000;272714000000;562857000000;311;239;536
sj;1996;30;22/07/1996;38;-106;14715;1767833;1489;299714000000;299964000000;295794000000;3020;2980;158;791986000000;1489;171457000000;232857000000;275143000000;547143000000;311;239;99
sj;1996;31;29/07/1996;9683333;115;1986143;2044429;4178;299394000000;299457000000;29603;3014;2975;391;8191;4178;1739;22;271714000000;515714000000;300;239;793
sj;1996;32;05/08/1996;0;5435;1329714;1440857;3404;299137000000;299121000000;296409000000;3007;2977;6771;8501;3404;1781;17;276714000000;534286000000;306;244;319
sj;1996;33;12/08/1996;795;291;14252;2317;1992;299651000000;299793000000;296079000000;3018;2981;292;809357000000;1992;1748;261429000000;280143000000;612857000000;317;228;143
sj;1996;34;19/08/1996;0;9555;3094667;2312;11091;298984000000;299043000000;296129000000;3007;2976;687;843443000000;11091;175229000000;197143000000;267857000000;662857000000;311;228;806
sj;1996;35;26/08/1996;1203333;7396667;2981857;3126;1574;299946000000;300036000000;295986000000;3024;2980;337;792729000000;1574;174229000000;255714000000;277571000000;621429000000;333;239;226
sj;1996;36;02/09/1996;364;3065;1729;1757857;1059;300373000000;300743000000;296911000000;3033;2986;2195;8154;1059;184857000000;345714000000;284857000000;587143000000;333;233;351
sj;1996;37;09/09/1996;1043;1068;1678667;1728;6331;299803000000;299886000000;296453000000;3015;2978;8924;819857000000;6331;1797;18;279429000000;651429000000;328;233;511
sj;1996;38;16/09/1996;0;2845;1504286;1078167;24355;299483000000;299443000000;29688;3013;2976;1517;8569;24355;184071000000;182857000000;270429000000;582857000000;317;228;3059
sj;1996;39;23/09/1996;4044;445;1859;1818857;5912;30032;300443000000;297093000000;3023;2991;1932;826386000000;5912;185957000000;188571000000;278714000000;635714000000;328;239;73
sj;1996;40;30/09/1996;-385;6813333;1651286;1952143;2758;300019000000;300207000000;29609;3024;2986;272;791771000000;2758;175214000000;21;274143000000;588571000000;311;239;209
sj;1996;41;07/10/1996;-66;-355;2071833;2196167;2818;299963000000;300114000000;29646;3023;2981;2354;8126;2818;179414000000;254286000000;272857000000;624286000000;317;233;176
sj;1996;42;14/10/1996;0;609;2202286;2358;462;299804000000;299843000000;296049000000;3018;2982;237;799571000000;462;174857000000;217143000000;275714000000;664286000000;317;233;89
sj;1996;43;21/10/1996;-969;-902;1490143;1663143;1737;300344000000;300464000000;296717000000;3021;2987;71;807343000000;1737;1823;264286000000;290429000000;738571000000;339;244;66
sj;1996;44;28/10/1996;525;158;1809429;1463571;1606;299251000000;299343000000;29572;3023;2977;652;8113;1606;171443000000;208571000000;270429000000;61;311;217;289
sj;1996;45;04/11/1996;-5675;-865;1236143;1353;5159;299169000000;299236000000;29626;3015;2975;5922;841114000000;5159;177014000000;204286000000;268429000000;628571000000;311;222;356
sj;1996;46;11/11/1996;-3006667;881;7505714;98;3432;298246000000;298214000000;295266000000;2997;2968;2199;8364;3432;166771000000;18;261571000000;602857000000;300;222;250
sj;1996;47;18/11/1996;0;39525;6076667;578;4276;298477000000;298557000000;295439000000;3005;2968;11355;833971000000;4276;168429000000;16;258714000000;56;294;222;883
sj;1996;48;25/11/1996;0;1038667;1649714;1447714;6518;298197000000;298421000000;295667000000;3005;2966;490;860714000000;6518;171286000000;204286000000;256143000000;458571000000;283;228;395
sj;1996;49;02/12/1996;-1171;-1016667;2602714;2308429;0;297643000000;297679000000;292941000000;2997;2956;2057;752929000000;0;144586000000;19;250143000000;505714000000;283;217;196
sj;1996;50;09/12/1996;0;495;1559143;176;0;297827000000;297979000000;292663000000;3006;2952;38;732529000000;0;142457000000;275714000000;248;657143000000;300;206;31
sj;1996;51;16/12/1996;0;1639;1702286;1818571;0;296636000000;296771000000;292787000000;2991;2956;407;793729000000;0;143329000000;182857000000;249571000000;47;289;211;254
sj;1996;52;23/12/1996;214;214;156975;1470375;0;297031000000;297114000000;291424000000;2990;2945;393;710629000000;0;131529000000;248571000000;245143000000;578571000000;278;194;40
sj;1997;1;01/01/1997;1526333;1094;2077429;1732857;0;299677000000;299821000000;295014000000;3015;2977;324;756786000000;0;163771000000;235714000000;266286000000;771429000000;317;217;5
sj;1997;2;08/01/1997;0;1839;2683714;1435857;0;297189000000;297429000000;293559000000;2992;2956;2414;803;0;149671000000;237143000000;246714000000;564286000000;278;211;290
sj;1997;3;15/01/1997;-1459;338;2233714;2170857;0;297569000000;297664000000;292797000000;2994;2961;779;7494;0;142786000000;224286000000;243857000000;665714000000;289;194;6
sj;1997;4;22/01/1997;495;7316667;1704714;1861429;665;297486000000;297743000000;293787000000;3009;2952;235;800929000000;665;151743000000;314286000000;249;642857000000;289;211;20
sj;1997;5;29/01/1997;451;4505;1107571;1018;6605;296741000000;296843000000;293533000000;2989;2953;813;823886000000;6605;148986000000;182857000000;246286000000;468571000000;283;211;589
sj;1997;6;05/02/1997;4245;3413333;1372714;1156857;5352;29727;297407000000;292576000000;2991;2958;143;750757000000;5352;140586000000;207143000000;237;61;278;194;495
sj;1997;7;12/02/1997;455;1281;1796714;1705857;2498;29712;297293000000;293637000000;2988;2957;5058;809471000000;2498;150171000000;17;245714000000;57;278;211;254
sj;1997;8;19/02/1997;297;7732;1488286;1815429;0;297587000000;297714000000;293221000000;2992;2962;1514;767129000000;0;146143000000;205714000000;246857000000;627143000000;283;211;229
sj;1997;9;26/02/1997;0;4896667;15534;1579;0;297264000000;297357000000;292473000000;2988;2957;151;746314000000;0;139314000000;217143000000;244714000000;554286000000;278;211;300
sj;1997;10;05/03/1997;0;0;2277;2670143;0;297293000000;297393000000;29241;2990;2955;95;742557000000;0;138857000000;221429000000;245714000000;498571000000;278;211;155
sj;1997;11;12/03/1997;0;864;1700714;1512429;0;297139000000;29735;292496000000;2993;2958;143;753729000000;0;139771000000;215714000000;243571000000;578571000000;278;211;138
sj;1997;12;19/03/1997;1409;12525;2582143;2533286;0;297079000000;297221000000;292767000000;2991;2960;1792;769043000000;0;142229000000;19;247429000000;658571000000;289;211;152
sj;1997;13;26/03/1997;11245;107;2076143;2154;0;297721000000;297921000000;292759000000;3006;2957;70;741186000000;0;142271000000;344286000000;253143000000;807143000000;311;206;15
sj;1997;14;02/04/1997;0;123;1983167;1916833;0;297693000000;297857000000;292776000000;2999;2955;59;742057000000;0;142314000000;268571000000;250857000000;745714000000;294;206;29
sj;1997;15;09/04/1997;602;69825;2164286;2027714;665;296596000000;296636000000;291843000000;3007;2943;1873;7485;665;134929000000;238571000000;253571000000;561429000000;311;217;6
sj;1997;16;16/04/1997;33075;5155;2085429;2354857;0;297179000000;297464000000;291674000000;2996;2951;75;715586000000;0;1335;278571000000;259;792857000000;317;200;8
sj;1997;17;23/04/1997;388;23;2024429;2222571;0;298821000000;29905;294099000000;3017;2967;162;754171000000;0;155014000000;384286000000;276714000000;961429000000;344;211;0
sj;1997;18;30/04/1997;-35;7333333;1991;1928833;573;299204000000;299386000000;29482;3017;2967;40;769529000000;573;1617;345714000000;277714000000;827143000000;339;228;5
sj;1997;19;07/05/1997;-597;331;1650857;1324571;0;29935;299507000000;294727000000;3011;2978;15;758786000000;0;160786000000;27;279286000000;842857000000;339;233;3
sj;1997;20;14/05/1997;1019;747;1175167;1297857;3303;29885;298986000000;294799000000;3014;2971;273;785371000000;3303;161443000000;254286000000;275714000000;867143000000;328;222;126
sj;1997;21;21/05/1997;798;1065333;1590333;9873333;0;299241000000;299386000000;294661000000;3011;2978;101;759829000000;0;159971000000;242857000000;275857000000;708571000000;322;239;129
sj;1997;22;28/05/1997;235;5535;2090857;1450571;641;299281000000;299436000000;295263000000;3014;2977;105;787114000000;641;1666;267143000000;273143000000;702857000000;317;228;305
sj;1997;23;04/06/1997;557;8895;1841571;1623571;11835;298996000000;299043000000;295979000000;3006;2979;417;834857000000;11835;173686000000;197143000000;272714000000;707143000000;328;222;313
sj;1997;24;11/06/1997;1197;904;1477167;1914143;0;300001000000;300264000000;296174000000;3023;2982;99;797457000000;0;1762;287143000000;286;70;328;239;3
sj;1997;25;18/06/1997;108;5426667;1710429;2157;243;300367000000;3006;296411000000;3026;2980;78;793643000000;243;178471000000;291429000000;290143000000;751429000000;339;239;5
sj;1997;26;25/06/1997;749;7762;1302143;1368;3469;300044000000;300093000000;296323000000;3020;2984;234;802457000000;3469;177329000000;218571000000;286571000000;668571000000;328;239;186
sj;1997;27;02/07/1997;1012;9026667;1940286;1983714;3884;300296000000;300514000000;296239000000;3023;2983;243;786386000000;3884;176357000000;291429000000;284143000000;642857000000;322;244;41
sj;1997;28;09/07/1997;883;7483333;1354571;1118571;587;300489000000;300643000000;296416000000;3023;2990;213;7862;587;178457000000;242857000000;290143000000;754286000000;339;239;87
sj;1997;29;16/07/1997;-562;112;1573143;1659714;2442;300094000000;300171000000;296511000000;3022;2981;354;809171000000;2442;179486000000;254286000000;286143000000;674286000000;328;244;409
sj;1997;30;23/07/1997;-1562;0;1646429;1496857;4134;299959000000;299943000000;296603000000;3027;2982;7374;821329000000;4134;180457000000;177143000000;279;628571000000;317;233;512
sj;1997;31;30/07/1997;1393;7825;2511714;1919429;299;300117000000;300214000000;296216000000;3024;2978;336;794543000000;299;176171000000;274286000000;278286000000;66;317;228;163
sj;1997;32;06/08/1997;981;981;1404571;1142286;1957;300294000000;300414000000;296736000000;3025;2978;286;811043000000;1957;1818;251429000000;286429000000;594286000000;322;250;52
sj;1997;33;13/08/1997;8933333;46675;1411;1585714;5765;29984;299993000000;296573000000;3019;2981;4279;823929000000;5765;179886000000;247143000000;282857000000;661429000000;328;239;534
sj;1997;34;20/08/1997;0;11135;1741857;1446;2035;299761000000;2998;296659000000;3018;2982;457;8328;2035;180914000000;202857000000;284143000000;651429000000;322;244;523
sj;1997;35;27/08/1997;6065;8936667;1869714;2091857;9472;300266000000;300336000000;296704000000;3025;2988;359;811429000000;9472;181829000000;21;279857000000;644286000000;322;228;500
sj;1997;36;03/09/1997;1072;1159667;2084;1735571;883;300139000000;300121000000;296804000000;3020;2985;359;8222;883;183086000000;207143000000;287286000000;658571000000;328;250;170
sj;1997;37;10/09/1997;3495;815;1973143;1827714;1147;300549000000;300721000000;297414000000;3026;2989;464;831643000000;1147;190443000000;258571000000;289571000000;612857000000;328;244;158
sj;1997;38;17/09/1997;-49;1545;1992286;1866286;8614;300683000000;300807000000;297247000000;3036;2990;3689;818086000000;8614;188286000000;258571000000;289;667143000000;344;250;181
sj;1997;39;24/09/1997;12258;9823333;1432143;1434143;1318;30042;300514000000;296386000000;3026;2980;396;7878;1318;178286000000;24;284;674286000000;322;239;254
sj;1997;40;01/10/1997;1123;1054;2000571;1438857;4615;300133000000;300207000000;297269000000;3026;2987;390;844371000000;4615;188143000000;212857000000;275857000000;675714000000;322;217;312
sj;1997;41;08/10/1997;19;95825;9027143;999;7029;300564000000;300736000000;296787000000;3032;2985;260;800843000000;7029;1831;264286000000;285;73;333;233;444
sj;1997;42;15/10/1997;-1515;831;2018667;2107333;9933;299479000000;299436000000;296436000000;3029;2976;1820;835757000000;9933;179271000000;184286000000;273571000000;642857000000;311;228;63
sj;1997;43;22/10/1997;0;1966;3152429;2916429;8085;299609000000;299843000000;296304000000;3023;2964;2734;822343000000;8085;178186000000;334286000000;277;588571000000;328;239;87
sj;1997;44;29/10/1997;0;1695;2978143;2102;78;300381000000;30055;296101000000;3023;2981;727;775329000000;78;175514000000;27;283857000000;581429000000;328;244;0
sj;1997;45;05/11/1997;7745;0;1989571;1767429;208;300031000000;300093000000;295696000000;3019;2986;95;773071000000;208;170957000000;204286000000;277429000000;611429000000;311;239;271
sj;1997;46;12/11/1997;695;12345;1481429;1022714;1883;299687000000;299793000000;295346000000;3026;2979;90;771629000000;1883;167643000000;224286000000;273429000000;74;328;228;346
sj;1997;47;19/11/1997;0;-1026;2017857;1477857;5055;299491000000;299529000000;296313000000;3018;2980;405;827657000000;5055;177386000000;18;273286000000;60;311;239;61
sj;1997;48;26/11/1997;2192;1606;1749286;2117571;476;29962;2997;296337000000;3019;2979;429;8227;476;177714000000;22;272571000000;567143000000;306;239;818
sj;1997;49;03/12/1997;568;661;3493143;3120714;301;299456000000;299507000000;295576000000;3013;2982;147;793957000000;301;170014000000;187143000000;266714000000;661429000000;317;233;399
sj;1997;50;10/12/1997;0;-448;2314143;2354714;0;300133000000;30035;295153000000;3020;2988;3;742814000000;0;1653;267143000000;267571000000;825714000000;322;217;0
sj;1997;51;17/12/1997;0;1;2579571;2339;0;299639000000;299664000000;294796000000;3016;2981;39;747957000000;0;161457000000;247143000000;265714000000;73;322;222;15
sj;1997;52;24/12/1997;663;75925;2132111;2257889;2252;299214000000;299286000000;295351000000;3017;2976;163;7947;2252;167043000000;257143000000;267143000000;757143000000;317;222;173
sj;1998;1;01/01/1998;455;478;1239857;8344286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
sj;1998;2;08/01/1998;5076667;341;2233714;1341571;1059;298827000000;298993000000;29503;3007;2972;444;796314000000;1059;163629000000;215714000000;263571000000;614286000000;317;228;333
sj;1998;3;15/01/1998;-1615;-8225;2047143;1985714;10697;297613000000;297686000000;294853000000;3002;2964;532;846943000000;10697;162086000000;188571000000;248857000000;585714000000;294;206;1524
sj;1998;4;22/01/1998;1797;3345;2514571;1921;0;298611000000;2988;29451;3006;2968;84;781829000000;0;158814000000;24;256143000000;648571000000;294;211;48
sj;1998;5;29/01/1998;13155;45825;1461143;1313571;772;298694000000;298857000000;29419;3006;2970;163;762614000000;772;155614000000;234286000000;265429000000;725714000000;311;222;13
sj;1998;6;05/02/1998;-479;-525;1274857;9734286;0;298579000000;298807000000;293971000000;3013;2966;86;757771000000;0;153614000000;327143000000;265857000000;811429000000;317;211;0
sj;1998;7;12/02/1998;11825;559;1819;1763143;1426;299059000000;29925;295629000000;3022;2967;185;816129000000;1426;170886000000;295714000000;272571000000;69;322;228;792
sj;1998;8;19/02/1998;0;754;2395714;2387;0;29759;297836000000;291901000000;3002;2962;31;707014000000;0;135129000000;224286000000;244143000000;608571000000;289;200;87
sj;1998;9;26/02/1998;1545;849;24338;1549833;0;298893000000;299129000000;294114000000;3006;2978;11;750157000000;0;154771000000;228571000000;262714000000;794286000000;311;211;64
sj;1998;10;05/03/1998;6366667;9633333;1728429;1622143;0;297656000000;297793000000;2935;3011;2950;103;779243000000;0;149357000000;284286000000;256143000000;725714000000;322;211;70
